Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition,Seller Location
Honda,Civic Oriel,2017,105000,4630000,Petrol,Islamabad,Original,Local,Automatic,Used,"Mughalpura, Lahore"
Suzuki,Mehran VXR,2017,60000,1200000,Petrol,Chishtian Mandi,Original,Local,Manual,Used,"Dream Land Housing Society, Chishtian Mandi"
Toyota,Passo,2011,100000,2150000,Petrol,Karachi,Original,Imported,Automatic,Used,"Dera Ghazi Khan, Punjab"
Toyota,Yaris,2021,45000,3750000,Petrol,Punjab,Original,Local,Automatic,Used,"Mustafa Town, Lahore"
Suzuki,Bolan,2010,1234,980000,CNG,Karachi,Original,Local,Manual,Used,"Havelian, Abbottabad"
Suzuki,Bolan,2010,10000,640000,Petrol,Lahore,Original,Imported,Manual,Used,"New Satellite Town, Sargodha"
Daihatsu,Cuore,2007,150000,850000,Petrol,Karachi,Original,Local,Automatic,Used,"Others, Karachi"
Daihatsu,Hijet,2011,73000,1335000,Petrol,Karachi,Original,Imported,Automatic,Used,"Saima Arabian Villas, Karachi"
Honda,Civic Oriel,2010,110000,2350000,Petrol,Lahore,Original,Local,Automatic,Used,"GT Road, Sarai Alamgir"
Honda,City IVTEC,2012,67000,2975000,Petrol,Lahore,Original,Local,Automatic,Used,"Sanda, Lahore"
Honda,City IDSI,2004,150000,1350000,Petrol,Sindh,Original,Local,Manual,Used,"Jinnah Town, Multan"
Honda,City IVTEC,2017,92000,3350000,Petrol,Lahore,Original,Local,Manual,Used,"GT Road, Gujrat"
Suzuki,Ravi,2011,94563,720000,Petrol,Karachi,Original,Imported,Manual,Used,"Baldia Town, Karachi"
Honda,City IDSI,2002,100000,980000,Petrol,Lahore,Original,Local,Manual,Used,"Allama Iqbal Town, Lahore"
Mercedes,C Class,2004,95000,3000000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulshan-e-Iqbal, Karachi"
Suzuki,Swift,2013,121000,1600000,Petrol,Lahore,Original,Local,Manual,Used,"Johar Town Phase 1, Lahore"
Toyota,Yaris,2021,42000,4000000,Petrol,Lahore,Original,Local,Manual,Used,"DHA Phase 4, Lahore"
FAW,X-PV,2017,70000,850000,Petrol,Lahore,Original,Local,Manual,Used,"Bani Gala, Islamabad"
Daihatsu,Move,2014,99000,2095000,Petrol,Karachi,Original,Imported,Automatic,Used,"Lucknow Society, Karachi"
Toyota,Corolla GLI,2018,123456,3750000,Petrol,Lahore,Original,Local,Manual,Used,"Jhang City, Jhang"
Daihatsu,Cuore,2006,120000,900000,Petrol,Faisalabad,Original,Local,Manual,Used,"Nishatabad, Faisalabad"
Toyota,Corolla GLI,2013,200000,2650000,Petrol,Lahore,Original,Imported,Manual,Used,"University Road, Sargodha"
Toyota,Corolla XLI,2007,150000,1800000,Petrol,Lahore,Original,Local,Manual,Used,"Bahria Town, Islamabad"
Toyota,Corolla GLI,2004,100000,1430000,Petrol,Karachi,Original,Imported,Manual,Used,"Azizabad, Karachi"
Honda,City Aspire,2017,67000,3450000,Petrol,Karachi,Original,Local,Automatic,Used,"North Karachi, Karachi"
Daihatsu,Mira,2016,82000,2800000,Petrol,Lahore,Original,Imported,Automatic,Used,"Others, Toba Tek singh"
Suzuki,Mehran VXR,2014,10000,900000,Petrol,Lahore,Original,Imported,Manual,Used,"Jand, Attock"
Suzuki,Alto,2005,150000,700000,CNG,Rawalpindi,Original,Local,Manual,Used,"Kohat Road, Peshawar"
Suzuki,Wagon R,2018,49000,2240000,Petrol,Islamabad,Original,Local,Manual,Used,"Bahria Town Phase 7, Rawalpindi"
Honda,City Aspire,2017,62000,3650000,Petrol,Lahore,Original,Local,Manual,Used,"Bahria Town, Islamabad"
Honda,City Vario,2005,154000,1670000,Petrol,Karachi,Original,Local,Automatic,Used,"Naseerabad, Rawalpindi"
Suzuki,Mehran VXR,2014,56000,930000,Petrol,Lahore,Original,Local,Manual,Used,"Daroghewala, Lahore"
Honda,Civic Oriel,2004,20000,1550000,Petrol,Karachi,Original,Local,Automatic,Used,"Federal B Area, Karachi"
Honda,City Aspire,2016,75000,3650000,Petrol,Islamabad,Original,Local,Automatic,Used,"G-10, Islamabad"
Suzuki,Swift,2022,10000,4280000,Petrol,Karachi,Original,Local,Automatic,Used,"Clifton, Karachi"
Suzuki,Cultus VXR,2012,82500,1235000,Petrol,Karachi,Original,Local,Manual,Used,"Defence View Phase 2, Karachi"
Daihatsu,Cuore,2010,100000,900000,Petrol,Karachi,Original,Imported,Manual,Used,"Murad Memon Goth, Karachi"
Honda,Civic Oriel,2010,95000,2700000,Petrol,Lahore,Original,Local,Automatic,Used,"G Magnolia Park, Gujranwala"
Honda,City IVTEC,2016,99000,3395000,Petrol,Islamabad,Original,Local,Automatic,Used,"Race Course, Rawalpindi"
Toyota,Corrolla Altis,2017,110000,4600000,Petrol,Sindh,Original,Local,Automatic,Used,"Block K, Burewala"
Suzuki,Bolan,2013,16000,800000,Petrol,Karachi,Original,Local,Manual,Used,"Garden West, Karachi"
Daihatsu,Hijet,2013,165280,1350000,Petrol,Lahore,Original,Imported,Automatic,Used,"Shalamar Town, Lahore"
KIA,Picanto,2021,43000,2975000,Petrol,Karachi,Original,Local,Automatic,Used,"NFC 1, Lahore"
Daihatsu,Mira,2014,92000,2075000,Petrol,Karachi,Original,Imported,Automatic,Used,"Korangi Creek Cantonment, Karachi"
Suzuki,Alto,2004,125000,650000,Petrol,Karachi,Original,Local,Manual,Used,"Scheme 33 - Sector 16-A, Karachi"
Daihatsu,Move,2013,117000,1625000,Petrol,Lahore,Original,Imported,Automatic,Used,"Allama Iqbal Town, Lahore"
Toyota,Passo,2018,80000,3725000,Petrol,Sindh,Original,Imported,Automatic,Used,"Peoples Colony No 1, Faisalabad"
Suzuki,Wagon R,2015,134000,1750000,Petrol,Islamabad,Original,Local,Manual,Used,"Motorway Valley, Faisalabad"
Suzuki,Swift,2014,120000,1940000,Petrol,Lahore,Original,Local,Manual,Used,"Canal Expressway, Faisalabad"
Honda,City Vario,2000,20000,820000,Petrol,Lahore,Original,Local,Manual,Used,"Johar Town Phase 2, Lahore"
Daihatsu,Hijet,2011,95500,1025000,Petrol,Lahore,Original,Imported,Automatic,Used,"Factory Area, Faisalabad"
KIA,Picanto,2021,42386,2950000,Petrol,Multan,Original,Local,Manual,Used,"Shah Rukn-e-Alam Colony, Multan"
Daihatsu,Mira,2012,145000,2300000,Petrol,Rawalpindi,Original,Imported,Automatic,Used,"Adiala Road, Rawalpindi"
Toyota,Corolla XLI,2010,130000,1890000,Petrol,Karachi,Original,Local,Manual,Used,"Manzoor Colony, Karachi"
Mercedes,C Class,2004,100000,2250000,Petrol,Karachi,Original,Imported,Automatic,Used,"Agrics Town, Lahore"
Suzuki,Mehran VXR,2018,90000,1180000,Petrol,Lahore,Original,Local,Manual,Used,"Park View Villas, Lahore"
Suzuki,Wagon R,2018,73000,2300000,Petrol,Lahore,Original,Local,Manual,Used,"Sabzazar, Lahore"
KIA,Picanto,2022,27000,3280000,Petrol,Punjab,Original,Local,Automatic,Used,"Nespak Scheme Phase 1, Lahore"
Mitsubishi,Lancer,2005,120000,1025000,Petrol,Faisalabad,Original,Local,Manual,Used,"Millat Town, Faisalabad"
Suzuki,Bolan,2021,5000,1785000,Petrol,Lahore,Original,Imported,Manual,Used,"Chaprar Road, Sialkot"
Daihatsu,Hijet,2019,70000,2600000,Petrol,Karachi,Original,Imported,Automatic,Used,"DHA City Karachi, Karachi"
Toyota,Passo,2012,65000,2070000,Petrol,Sindh,Original,Imported,Automatic,Used,"PIA Housing Scheme, Lahore"
Suzuki,Alto,2006,75000,575000,Petrol,Karachi,Original,Imported,Manual,Used,"Scheme 33 - Sector 38-A, Karachi"
Suzuki,Alto,2021,42000,2500000,Petrol,Punjab,Original,Local,Automatic,Used,"Kot Momin, Sargodha"
Honda,Civic Prosmetic,2006,120000,1325000,Petrol,Karachi,Original,Local,Automatic,Used,"Buffer Zone 2, Karachi"
Toyota,Corrolla Altis,2018,60000,4775000,Petrol,Lahore,Original,Local,Automatic,Used,"Askari 11, Lahore"
Daihatsu,Cuore,2008,87000,930000,Petrol,Karachi,Original,Local,Manual,Used,"Federal B Area, Karachi"
Daihatsu,Mira,2016,94000,2385000,Petrol,Karachi,Original,Imported,Automatic,Used,"Defence View Society, Karachi"
Suzuki,Mehran VXR,2017,70000,1180000,Petrol,Lahore,Original,Local,Manual,Used,"Haji Chowk, Rawalpindi"
Daihatsu,Hijet,2012,72000,1195000,Petrol,Lahore,Original,Imported,Automatic,Used,"Model Town, Lahore"
Daihatsu,Cuore,2007,130000,960000,Petrol,Lahore,Original,Local,Manual,Used,"Mughalpura, Lahore"
Suzuki,Alto,2006,100057,1100000,Petrol,Karachi,Original,Imported,Automatic,Used,"Awami Villas, Dera Ismail Khan"
FAW,X-PV,2013,183000,600000,Petrol,Chiniot,Original,Imported,Manual,Used,"Chinioti Road, Chiniot"
Toyota,Corolla GLI,2010,10880,2375000,Petrol,Lahore,Original,Local,Manual,Used,"Ichhra, Lahore"
Honda,City IVTEC,2011,225000,2300000,Petrol,Karachi,Original,Imported,Manual,Used,"G-7, Islamabad"
Daihatsu,Mira,2007,200000,750000,Petrol,Karachi,Original,Local,Manual,Used,"Chak 8 DNB, Bahawalpur"
Daihatsu,Move,2020,21995,3425000,Petrol,Unregistered,Original,Imported,Automatic,Used,"Jhang Road, Muzaffargarh"
Honda,Civic Oriel,2004,161500,1425000,Petrol,Lahore,Original,Local,Manual,Used,"Muslim City, Peshawar"
Honda,City IVTEC,2009,140000,2250000,Petrol,Lahore,Original,Local,Automatic,Used,"Saqib Town, Lahore"
Suzuki,Alto,2021,50000,2675000,Petrol,Lahore,Original,Local,Automatic,Used,"Ichhra, Lahore"
Honda,City IVTEC,2017,90000,3050000,Petrol,Islamabad,Original,Local,Manual,Used,"Satiana Road, Faisalabad"
Daihatsu,Cuore,2008,111000,800000,Petrol,Karachi,Original,Local,Manual,Used,"Shoukat Town, Lahore"
Daihatsu,Mira,2020,26000,3385000,Petrol,Unregistered,Original,Imported,Automatic,Used,"Cantt, Sialkot"
Mitsubishi,Minicab Bravo,2011,64000,1520000,Petrol,Lahore,Original,Imported,Automatic,Used,"Wapda Town Phase 1, Lahore"
Mitsubishi,Ek Wagon,2019,30000,3200000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulistan-e-Jauhar, Karachi"
Daihatsu,Hijet,2012,134000,1695000,Petrol,Lahore,Original,Imported,Automatic,Used,"Circular Road, Sialkot"
Toyota,Corolla GLI,2018,87000,4000000,Petrol,Sindh,Original,Local,Manual,Used,"Others, Bannu"
Honda,City IVTEC,2021,22000,4300000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Sialkot, Punjab"
Daihatsu,Cuore,2009,200000,1100000,Petrol,Faisalabad,Original,Local,Automatic,Used,"Faisalabad, Punjab"
Suzuki,Baleno,2003,208000,800000,Petrol,Karachi,Original,Local,Manual,Used,"Gulistan-e-Jauhar, Karachi"
Daihatsu,Hijet,2013,123456,1450000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulshan-E-Hadeed, Karachi"
Suzuki,Mehran VXR,2010,95293,830000,Petrol,Lahore,Original,Local,Manual,Used,"Gulshan Abad, Rawalpindi"
Honda,Civic Prosmetic,2014,91000,3270000,Petrol,Punjab,Original,Local,Automatic,Used,"Canal Bank Housing Scheme, Lahore"
Toyota,Passo,2017,63000,3200000,Petrol,Karachi,Original,Imported,Automatic,Used,"DHA Defence, Karachi"
Honda,City IDSI,2007,150000,1270000,Petrol,Karachi,Original,Local,Manual,Used,"Others, Sukkur"
Daihatsu,Mira,2010,126415,1320000,Petrol,Karachi,Original,Local,Manual,Used,"A-One City, Quetta"
KIA,Classic,2000,12345,625000,Petrol,Lahore,Original,Imported,Manual,Used,"Alfalah Town, Lahore"
KIA,Picanto,2020,37500,2600000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulshan-e-Iqbal, Karachi"
Suzuki,Mehran VXR,2017,18000,1265000,Petrol,Lahore,Original,Local,Manual,Used,"Canal Colony, Hafizabad"
Toyota,Corolla GLI,2018,111000,4350000,Petrol,Wazirabad,Original,Local,Automatic,Used,"Wazirabad Road, Wazirabad"
Suzuki,Mehran VXR,2012,9999,775000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Iqbal, Karachi"
Honda,City IVTEC,2019,60000,3875000,Petrol,Karachi,Original,Local,Automatic,Used,"Tariq Road, Karachi"
Suzuki,Every,2003,95000,875000,Petrol,Karachi,Original,Imported,Automatic,Used,"Tariq Road, Karachi"
Suzuki,Mehran VXR,2018,62000,1350000,Petrol,Lahore,Original,Local,Manual,Used,"24 Block, Sargodha"
Honda,City IVTEC,2009,182000,2195000,Petrol,Islamabad,Original,Imported,Manual,Used,"Rawalpindi Road, Chakwal"
Toyota,Corolla XLI,2003,1000,1650000,Petrol,Lahore,Original,Imported,Manual,Used,"Ali View Garden - Phase 3, Lahore"
Daihatsu,Mira,2006,99000,1550000,Petrol,Lahore,Original,Imported,Manual,Used,"Gulshan-e-Habib, Faisalabad"
Suzuki,Cultus VXR,2008,100000,940000,Petrol,Lahore,Original,Local,Manual,Used,"Township, Lahore"
Suzuki,Bolan,2010,100000,750000,Petrol,Lahore,Original,Local,Manual,Used,"Amarpura, Rawalpindi"
Suzuki,Swift,2018,80100,2380000,Petrol,Sindh,Original,Local,Manual,Used,"Federal B Area, Karachi"
Suzuki,Bolan,2015,100000,900000,Petrol,Gujranwala,Original,Local,Manual,Used,"Pindi Bypass, Gujranwala"
Hyundai,Santro,2005,86000,949999,Petrol,Islamabad,Original,Imported,Automatic,Used,"Saddar, Lahore"
Daihatsu,Cuore,2003,120000,690000,Petrol,Karachi,Original,Local,Automatic,Used,"Tariq Road, Karachi"
Hyundai,Santro,2009,200000,1300000,Petrol,Lahore,Original,Local,Manual,Used,"Peoples Colony No 1, Faisalabad"
Toyota,Corolla XLI,2011,165000,2050000,Petrol,Punjab,Original,Local,Manual,Used,"Wapda Town, Gujranwala"
Suzuki,Bolan,2020,120000,1650000,Petrol,Karachi,Original,Imported,Automatic,Used,"Rahim Yar Khan Bypass, Rahimyar Khan"
Honda,Civic Oriel,2016,98000,4495000,Petrol,Lahore,Original,Local,Automatic,Used,"Wapda Town Phase 1, Lahore"
Suzuki,Every,2013,99885,1650000,Petrol,Rawalpindi,Original,Imported,Automatic,Used,"MPCHS - Multi Gardens, Islamabad"
Toyota,Altis Grande,2016,113000,4170000,Petrol,Lahore,Original,Local,Automatic,Used,"College Road, Pakpattan"
Toyota,Corolla GLI,2009,171000,2500000,Petrol,Lahore,Original,Local,Manual,Used,"H-13, Islamabad"
Suzuki,Cultus VXR,2014,77700,1425000,Petrol,Lahore,Original,Local,Manual,Used,"G-15 Markaz, Islamabad"
Toyota,Corrolla Altis,2009,145000,2400000,Petrol,Faisalabad,Original,Local,Automatic,Used,"40 Feet Road, Multan"
Toyota,Corolla GLI,2004,140000,1750000,Petrol,Karachi,Original,Local,Manual,Used,"Orangi Town, Karachi"
Hyundai,Santro,2006,65500,847000,Petrol,Faisalabad,Original,Local,Manual,Used,"Cantt, Okara"
Toyota,Corolla GLI,2016,157000,3650000,Petrol,Lahore,Original,Local,Manual,Used,"Nowshera Road, Gujranwala"
Suzuki,Every,2020,170000,1850000,Petrol,Punjab,Original,Imported,Automatic,Used,"Bahari Colony, Sheikhüpura"
Mitsubishi,Pajero Mini,2006,123456,820000,Petrol,Sindh,Original,Imported,Manual,Used,"Kohinoor Town, Faisalabad"
KIA,Picanto,2022,22000,3300000,Petrol,Hyderabad,Original,Local,Automatic,Used,"New Hyderabad City, Hyderabad"
Mitsubishi,Ek Wagon,2019,130000,2360000,Petrol,Lahore,Original,Imported,Automatic,Used,"Nawab Town, Lahore"
Hyundai,Santro,2007,100000,975000,Petrol,Multan,Original,Local,Manual,Used,"Ismail City, Faisalabad"
Suzuki,Swift,2016,89000,2150000,Petrol,Lahore,Original,Local,Manual,Used,"Harbanspura, Lahore"
Honda,City Vario,2017,10000,3100000,Petrol,Multan,Original,Local,Manual,Used,"Jampur Road, Dera Ghazi Khan"
Toyota,Passo,2012,86000,1820000,Petrol,Hyderabad,Original,Imported,Automatic,Used,"Latifabad, Hyderabad"
Toyota,Yaris,2021,18500,4050000,Petrol,Punjab,Original,Local,Manual,Used,"12th Avenue, Islamabad"
Suzuki,Bolan,2019,93334,1750000,Petrol,Lahore,Original,Local,Manual,Used,"Sohawa, Jhelum"
Daihatsu,Mira,2015,65000,600000,Petrol,Karachi,Duplicate,Imported,Automatic,Used,"Karachi - Hyderabad Motorway, Hyderabad"
Honda,Civic Prosmetic,2005,212000,1475000,Petrol,Lahore,Original,Local,Automatic,Used,"G-11, Islamabad"
Suzuki,Alto,2008,186400,650000,Petrol,Karachi,Original,Local,Manual,Used,"Zaman Town, Karachi"
Honda,City IVTEC,2013,85000,2785000,Petrol,Lahore,Original,Local,Manual,Used,"Garden Town, Lahore"
Honda,City IVTEC,2017,93000,2650000,Petrol,Lahore,Original,Local,Manual,Used,"Tariq Colony, Lahore"
Suzuki,Mehran VXR,2007,82820,700000,CNG,Lahore,Original,Local,Manual,Used,"Wah Cantt, Wah"
Toyota,Yaris,2021,19053,4375000,Petrol,Lahore,Original,Local,Automatic,Used,"DHA Defence, Lahore"
Honda,City IDSI,2019,83000,3500000,Petrol,Lahore,Original,Local,Manual,Used,"Eminabad More, Gujranwala"
Honda,City IVTEC,2013,96000,2825000,Petrol,Lahore,Original,Local,Automatic,Used,"BOR Board of Revenue Housing Society, Lahore"
Toyota,Yaris,2022,7000,4190000,Petrol,Karachi,Original,Local,Automatic,Used,"GT Road, Wah"
Daihatsu,Cuore,2007,145000,750000,Petrol,Sindh,Original,Local,Manual,Used,"Daharki, Sindh"
Toyota,Corolla GLI,2019,65000,4550000,Petrol,Islamabad,Original,Local,Automatic,Used,"Dhamyal Road, Rawalpindi"
Toyota,Corolla GLI,2009,250000,2250000,Petrol,Lahore,Original,Local,Manual,Used,"Ghauri Town, Islamabad"
Suzuki,Swift,2022,40000,2650000,Petrol,Punjab,Original,Local,Automatic,Used,"Gulberg 3, Lahore"
Daihatsu,Cuore,2007,99800,820000,Petrol,Karachi,Original,Local,Manual,Used,"Pak Ideal Cooperative Housing Society, Karachi"
Suzuki,Alto,2008,30000,750000,Petrol,Karachi,Original,Imported,Manual,Used,"Gulshan-e-Iqbal, Karachi"
Daihatsu,Cuore,2010,164000,1149000,Petrol,Lahore,Original,Local,Manual,Used,"Guldasht Town, Lahore"
Daihatsu,Hijet,2012,163000,1500000,Petrol,Karachi,Original,Imported,Automatic,Used,"Tariq Road, Karachi"
Suzuki,Mehran VXR,2007,100000,560000,Petrol,Karachi,Original,Local,Manual,Used,"Nazar Mohalla, Larkana"
Daihatsu,Mira,2018,75000,3270000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulshan-e-Maymar, Karachi"
Toyota,Corolla GLI,2006,150000,2300000,Petrol,Lahore,Original,Imported,Manual,Used,"Batagram, Khyber Pakhtunkhwa"
Mitsubishi,Lancer,2007,96000,1890000,Petrol,Lahore,Original,Imported,Automatic,Used,"Cantt, Lahore"
KIA,Picanto,2022,3500,3150000,Petrol,Punjab,Original,Local,Automatic,Used,"Rashid Colony, Gujrat"
Honda,City IVTEC,2010,74500,2350000,Petrol,Lahore,Original,Local,Manual,Used,"Aziz Bhatti Shaheed Road, Sialkot"
Toyota,Corolla XLI,2011,300000,2250000,Petrol,Islamabad,Original,Local,Manual,Used,"Kalabagh - Nathia Gali, Galyat"
Honda,City IDSI,2006,167000,1620000,Petrol,Lahore,Original,Local,Manual,Used,"Township - Sector B2, Lahore"
FAW,V2,2014,181000,1350000,Petrol,Lahore,Original,Local,Manual,Used,"Nawab Town, Lahore"
Honda,Civic Oriel,2016,116000,4550000,Petrol,Lahore,Original,Local,Automatic,Used,"Ashraf Town, Chakwal"
Daihatsu,Cuore,2003,123456,625000,Petrol,Sindh,Original,Imported,Manual,Used,"Sector 21-E, Wah"
Toyota,Corrolla Altis,2017,85000,4200000,Petrol,Karachi,Original,Imported,Automatic,Used,"Main Qasimabad Road, Hyderabad"
Suzuki,Swift,2012,96500,1700000,Petrol,Karachi,Original,Local,Manual,Used,"Nawaz Sharif Housing Scheme, Karachi"
Toyota,Corolla GLI,2016,90000,2800000,Petrol,Sindh,Original,Local,Manual,Used,"Indus Highway, Karak"
Toyota,Corolla GLI,2015,120000,3700000,Petrol,Lahore,Original,Imported,Manual,Used,"Hayatabad Phase 1, Peshawar"
Daihatsu,Cuore,2009,105000,1020000,Petrol,Sindh,Original,Imported,Automatic,Used,"Gulistan Colony, Rawalpindi"
Suzuki,Every,2003,185000,1230000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulshan-e-Iqbal Town, Karachi"
Suzuki,Alto,2008,86000,925000,Petrol,Lahore,Original,Local,Manual,Used,"Model Town, Mandi Bahauddin"
Honda,City IVTEC,2013,100000,2450000,Petrol,Sahiwal,Original,Local,Manual,Used,"Pakpattan Road, Sahiwal"
Toyota,Corolla GLI,2014,110000,3150000,Petrol,Lahore,Original,Local,Manual,Used,"PAF Road, Sargodha"
Honda,Civic Oriel,2010,135000,2045000,Petrol,Sindh,Original,Local,Manual,Used,"Noor Garden, Okara"
Hyundai,Santro,2004,194000,1050000,Petrol,Lahore,Original,Local,Manual,Used,"Raza Abad, Faisalabad"
Daihatsu,Cuore,2005,135000,690000,Petrol,Karachi,Original,Local,Automatic,Used,"North Karachi, Karachi"
Honda,City IVTEC,2018,54000,3350000,Petrol,Lahore,Original,Imported,Manual,Used,"Bahria Orchard Phase 2, Lahore"
Honda,City IVTEC,2016,88000,2800000,Petrol,Sindh,Original,Local,Manual,Used,"Others, Dera Ghazi Khan"
Daihatsu,Cuore,2010,123456,995000,Petrol,Sindh,Original,Imported,Manual,Used,"Rahimyar Khan, Punjab"
Suzuki,Bolan,2007,10000,750000,Petrol,Lahore,Original,Local,Manual,Used,"Golra Mor, Islamabad"
Honda,City Aspire,2016,95000,2975000,Petrol,Lahore,Original,Local,Manual,Used,"Sheikhüpura, Punjab"
Daihatsu,Hijet,2018,200000,1255000,Petrol,Lahore,Original,Imported,Automatic,Used,"Kahna, Lahore"
Honda,Civic Prosmetic,2004,175000,1550000,Petrol,Lahore,Original,Imported,Automatic,Used,"I-8, Islamabad"
Daihatsu,Cuore,2004,12345,880000,Petrol,Faisalabad,Original,Local,Automatic,Used,"Mardan, Khyber Pakhtunkhwa"
Suzuki,Wagon R,2018,18000,2625000,Petrol,Karachi,Original,Local,Manual,Used,"Stadium Road, Karachi"
Toyota,Passo,2014,100000,2500000,Petrol,Karachi,Original,Imported,Automatic,Used,"Federal B Area, Karachi"
Suzuki,Baleno,2003,10000,850000,Petrol,Lahore,Original,Imported,Manual,Used,"Shahdara, Lahore"
Hyundai,Santro,2005,1234,895000,Petrol,Lahore,Original,Local,Manual,Used,"Ghulam Mohammad Abad, Faisalabad"
Daihatsu,Mira,2006,81000,1550000,Petrol,Multan,Original,Imported,Automatic,Used,"Mailsi Trade Center, Mailsi"
Suzuki,Swift,2018,40327,2500000,Petrol,Karachi,Original,Local,Manual,Used,"Saima Arabian Villas, Karachi"
KIA,Classic,2004,88000,380000,Petrol,Karachi,Original,Local,Manual,Used,"100 Ft Road, Sukkur"
Honda,City Vario,2007,200000,1700000,Petrol,Sindh,Original,Local,Automatic,Used,"Baldia Road, Bahawalnagar"
Daihatsu,Mira,2013,107000,2040000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulshan-e-Iqbal Town, Karachi"
Suzuki,Mehran VXR,2018,60000,1320000,Petrol,Lahore,Original,Local,Manual,Used,"Khayaban-e-Amin, Lahore"
Toyota,Corolla XLI,2017,79000,3400000,Petrol,Karachi,Original,Local,Manual,Used,"DHA Phase 8, Karachi"
Daihatsu,Cuore,2007,100000,695000,Petrol,Karachi,Original,Local,Manual,Used,"Thokar Niaz Baig, Lahore"
Honda,Civic Prosmetic,2008,110000,1750000,Petrol,Sindh,Original,Local,Automatic,Used,"Gulberg Town, Mirpur Khas"
Hyundai,Santro,2007,150000,975000,Petrol,Faisalabad,Original,Local,Manual,Used,"Muslim Town, Faisalabad"
Daihatsu,Move,2018,28000,2930000,Petrol,Punjab,Original,Imported,Automatic,Used,"Johar Town Phase 1, Lahore"
Suzuki,Mehran VXR,2015,87000,1175000,Petrol,Lahore,Original,Local,Manual,Used,"Architects Engineers Society - Block F, Lahore"
Toyota,Corolla GLI,2008,333000,1800000,Petrol,Islamabad,Original,Local,Manual,Used,"Range Road, Rawalpindi"
Daihatsu,Hijet,2013,136500,1200000,Petrol,Karachi,Original,Local,Automatic,Used,"Jamshed Quarters, Karachi"
Daihatsu,Hijet,2012,6356,1450000,Petrol,Karachi,Original,Imported,Automatic,Used,"Saadi Town, Karachi"
Mitsubishi,Lancer,2007,196000,1890000,Petrol,Islamabad,Original,Imported,Automatic,Used,"I-8 Markaz, Islamabad"
Toyota,Passo,2013,106000,2450000,Petrol,Karachi,Original,Imported,Automatic,Used,"Khalid Bin Walid Road, Karachi"
Mitsubishi,Minica,2011,100000,940000,Petrol,Karachi,Original,Imported,Automatic,Used,"Federal B Area, Karachi"
