Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition,Seller Location
Suzuki,Alto,2000,150000,1260000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Ghauri Town Phase 7, Islamabad"
Honda,City IVTEC,2018,100000,3299000,Petrol,Lahore,Original,Local,Manual,Used,"Chak 135/9-L, Sahiwal"
Toyota,Altis Grande,2016,80000,3470000,Petrol,Karachi,Original,Local,Automatic,Used,"Moinabad, Karachi"
Toyota,Yaris,2022,3200,4800000,Petrol,Karachi,Original,Local,Automatic,Used,"Shah Faisal Town, Karachi"
Hyundai,Santro,2004,100000,825000,Petrol,Sindh,Original,Local,Automatic,Used,"DHA Phase 6, Lahore"
Toyota,Corolla GLI,2013,120000,2500000,Petrol,Sindh,Original,Local,Manual,Used,"DHA Phase 1, Lahore"
Daihatsu,Mira,2018,37000,3300000,Petrol,Karachi,Original,Imported,Automatic,Used,"Allama Iqbal Town, Karachi"
Honda,Civic Oriel,2017,107000,4900000,Petrol,Lahore,Original,Local,Automatic,Used,"Nawab Town, Lahore"
Honda,City Aspire,2022,10300,5000000,Petrol,Karachi,Original,Local,Automatic,Used,"Airport, Karachi"
FAW,V2,2018,129000,1550000,Petrol,Lahore,Original,Local,Manual,Used,"Gulberg, Lahore"
Suzuki,Bolan,2010,100000,960000,Petrol,Lahore,Original,Imported,Manual,Used,"Airport Housing Society, Rawalpindi"
Hyundai,Santro,2006,12453,950000,Petrol,Lahore,Original,Imported,Manual,Used,"Samundri, Punjab"
Honda,City Aspire,2018,64000,3950000,Petrol,Lahore,Original,Local,Automatic,Used,"North Gulgasht, Multan"
Toyota,Yaris,2020,57000,4980000,Petrol,Unregistered,Original,Imported,Automatic,Used,"F-11 Markaz, Islamabad"
Suzuki,Alto,2007,103000,920000,Petrol,Lahore,Original,Imported,Manual,Used,"Manawan, Lahore"
Honda,City Aspire,2021,30000,4300000,Petrol,Karachi,Original,Local,Automatic,Used,"Landhi 2, Karachi"
Honda,City IVTEC,2010,106000,2425000,Petrol,Karachi,Original,Local,Automatic,Used,"Zahir Pir Road, Khanpur"
Honda,Civic Oriel,2006,162000,1600000,Petrol,Islamabad,Original,Imported,Manual,Used,"Manga Mandi, Lahore"
Suzuki,Mehran VXR,2014,110000,930000,Petrol,Lahore,Original,Imported,Manual,Used,"Zaraj Housing Scheme, Islamabad"
Suzuki,Alto,2004,125000,700000,Petrol,Rawalpindi,Original,Local,Manual,Used,"Westridge, Rawalpindi"
Toyota,Corolla GLI,2017,111000,4100000,Petrol,Rawalpindi,Original,Local,Automatic,Used,"7th Avenue, Islamabad"
Daihatsu,Mira,2013,78000,1800000,Petrol,Karachi,Original,Imported,Automatic,Used,"Kashmir Road, Karachi"
Toyota,Passo,2010,93800,2380000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Fazal Town, Rawalpindi"
Toyota,Corolla GLI,2019,65000,4100000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Kaneez Fatima, Karachi"
Suzuki,Mehran VXR,2005,20,650000,Petrol,Faisalabad,Original,Local,Manual,Used,"Sargodha to Bhalwal Road, Sargodha"
Suzuki,Alto,2005,30000,610000,Petrol,Punjab,Original,Imported,Manual,Used,"Saddar, Rawalpindi"
Honda,City Vario,2008,160000,2450000,Petrol,Islamabad,Original,Local,Automatic,Used,"I-10, Islamabad"
Toyota,Corolla XLI,2010,111111,2450000,Petrol,Islamabad,Original,Local,Manual,Used,"Lalazar, Rawalpindi"
Honda,City IVTEC,2018,56650,3650000,Petrol,Islamabad,Original,Local,Manual,Used,"Abbottabad Road, Abbottabad"
Suzuki,Mehran VXR,2016,33000,1190000,Petrol,Lahore,Original,Imported,Manual,Used,"Maqam-e-Hayat, Sargodha"
Suzuki,Mehran VXR,2013,32000,920000,Petrol,Sindh,Original,Local,Manual,Used,"Farooq Colony, Chishtian Sharif"
Hyundai,Santro,2006,138771,925000,Petrol,Lahore,Original,Imported,Manual,Used,"Ahmadabad, Faisalabad"
Honda,Civic Prosmetic,2012,150000,2800000,Petrol,Lahore,Original,Local,Automatic,Used,"Chungi Amar Sadhu, Lahore"
Changan,Alsvin,2021,13000,3950000,Petrol,Karachi,Original,Local,Automatic,Used,"Faisal Cantonment, Karachi"
Honda,Civic Prosmetic,2012,95000,2175000,Petrol,Lahore,Original,Local,Manual,Used,"Al Waheed Colony, Hyderabad"
Toyota,Corrolla Altis,2016,64000,4700000,Petrol,Lahore,Original,Local,Manual,Used,"Mirpur, Azad Kashmir"
Suzuki,Alto,2020,52000,2100000,Petrol,Karachi,Original,Local,Manual,Used,"Safoora Goth, Karachi"
Suzuki,Every,2018,94000,1740000,Petrol,Lahore,Original,Imported,Manual,Used,"Chan Da Qila, Gujranwala"
Daihatsu,Move,2022,5600,3700000,Petrol,Lahore,Original,Imported,Automatic,Used,"Satellite Town, Sargodha"
Toyota,Yaris,2020,70000,4600000,Petrol,Punjab,Original,Local,Automatic,Used,"Cantt, Multan"
Mitsubishi,Pajero Mini,2012,86532,2090000,Petrol,Lahore,Original,Imported,Automatic,Used,"DC Colony, Gujranwala"
FAW,X-PV,2021,67000,1620000,Petrol,Sindh,Original,Imported,Manual,Used,"Allama Iqbal Road, Sadiqabad"
Honda,City IVTEC,2013,98000,2750000,Petrol,Lahore,Original,Local,Automatic,Used,"Hassan Block, Okara"
Daihatsu,Mira,2010,125000,1625000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulshan-e-Iqbal, Karachi"
Suzuki,Cultus VXR,2016,34500,1670000,Petrol,Faisalabad,Original,Local,Manual,Used,"Jhang Road, Faisalabad"
Honda,Civic Oriel,2004,231800,1200000,Petrol,Lahore,Original,Local,Manual,Used,"Pir Wadhai, Rawalpindi"
Honda,City IVTEC,2010,74500,2350000,Petrol,Lahore,Original,Local,Manual,Used,"Aziz Bhatti Shaheed Road, Sialkot"
Toyota,Corolla GLI,2013,160000,2650000,Petrol,Karachi,Original,Local,Manual,Used,"DHA Phase 6, Karachi"
Toyota,Corolla XLI,2009,88000,1880000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Jamal, Karachi"
Daihatsu,Terios Kid,2000,98000,1350000,Petrol,Karachi,Original,Imported,Automatic,Used,"Johar Town, Lahore"
Toyota,Yaris,2021,18000,4100000,Petrol,Karachi,Original,Local,Automatic,Used,"Gulistan-e-Jauhar Block 7, Karachi"
Honda,City IVTEC,2013,75000,2395000,Petrol,Lahore,Original,Local,Manual,Used,"Ichhra, Lahore"
Suzuki,Wagon R,2015,109000,1980000,Petrol,Lahore,Original,Local,Manual,Used,"Cantt, Lahore"
Hyundai,Santro,2004,140000,830000,Petrol,Lahore,Original,Local,Manual,Used,"AWC Housing Society, Wah"
Honda,City Aspire,2016,96500,3550000,Petrol,Islamabad,Original,Local,Automatic,Used,"I-14, Islamabad"
Suzuki,Alto,2020,102000,1950000,Petrol,Sindh,Original,Local,Manual,Used,"Awan Town, Rawalpindi"
Suzuki,Wagon R,2021,23700,2635000,Petrol,Lahore,Original,Imported,Manual,Used,"Punjab Coop Housing Society, Lahore"
Suzuki,Bolan,2016,60000,1450000,Petrol,Islamabad,Original,Local,Manual,Used,"Bagh Bypass, Bagh"
Honda,City IVTEC,2014,12345,2390000,Petrol,Sindh,Original,Local,Manual,Used,"Model Town A, Bahawalpur"
Suzuki,Wagon R,2021,24000,1890000,Petrol,Lahore,Original,Local,Manual,Used,"Garden Town, Lahore"
Suzuki,Alto,2011,50000,1100000,Petrol,Rawalpindi,Original,Local,Manual,Used,"Jhangi Syedan, Islamabad"
Suzuki,Bolan,2018,50000,1450000,Petrol,Islamabad,Original,Local,Manual,Used,"Capital Smart City, Rawalpindi"
Honda,City Aspire,2014,98700,3200000,Petrol,Lahore,Original,Local,Automatic,Used,"Fateh Sher Colony, Sahiwal"
Toyota,Altis Grande,2016,89000,4585000,Petrol,Lahore,Original,Local,Automatic,Used,"Taj Bagh, Lahore"
Suzuki,Ravi,2014,123456,620000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Kaneez Fatima, Karachi"
Suzuki,Swift,2011,150000,1600000,Petrol,Lahore,Original,Local,Manual,Used,"Wahdat Colony, Lahore"
Honda,City IVTEC,2015,123456,3050000,Petrol,Islamabad,Original,Imported,Manual,Used,"Abdara, Peshawar"
Suzuki,Alto,2004,150000,465000,Petrol,Sindh,Original,Imported,Manual,Used,"Shahdara, Lahore"
Honda,Civic Prosmetic,2015,155000,3450000,Petrol,Lahore,Original,Local,Automatic,Used,"Nawab Town, Lahore"
Suzuki,Alto,2011,60000,1000000,Petrol,Karachi,Original,Local,Manual,Used,"G-13/1, Islamabad"
Daihatsu,Cuore,2011,12500,950000,Petrol,Karachi,Original,Imported,Manual,Used,"G-11, Islamabad"
Toyota,Corrolla Altis,2011,200000,2750000,Petrol,Sindh,Original,Imported,Manual,Used,"Kakul, Abbottabad"
Toyota,Corrolla Altis,2009,123456,1980000,Petrol,Karachi,Original,Local,Automatic,Used,"Federal B Area - Block 16, Karachi"
Mitsubishi,Lancer,2005,157000,1325000,Petrol,Karachi,Original,Imported,Automatic,Used,"Clifton, Karachi"
Honda,City IDSI,2005,2500,1200000,Petrol,Lahore,Original,Local,Manual,Used,"Imran Akram Villas, Okara"
Suzuki,Every,2017,75000,1675000,Petrol,Lahore,Original,Imported,Automatic,Used,"Chenab Rangers Road, Sialkot"
Honda,City IVTEC,2016,100400,3100000,Petrol,Karachi,Original,Local,Automatic,Used,"Gulistan-e-Jauhar Block 14, Karachi"
Toyota,Corolla GLI,2011,147000,2650000,Petrol,Lahore,Original,Local,Automatic,Used,"EME Society, Lahore"
Toyota,Corolla GLI,2013,130000,2325000,Petrol,Lahore,Original,Imported,Manual,Used,"Multan Road, Pattoki"
Suzuki,Cultus VXR,2001,150000,570000,Petrol,Lahore,Original,Local,Manual,Used,"Johar Town, Lahore"
Suzuki,Bolan,2015,46000,1120000,Petrol,Lahore,Original,Local,Manual,Used,"Gulshan-e-Ravi, Lahore"
Honda,Civic Prosmetic,2013,78500,3050000,Petrol,Sindh,Original,Local,Automatic,Used,"Model Town C, Bahawalpur"
Suzuki,Alto,2006,120792,1680000,Petrol,Lahore,Original,Imported,Automatic,Used,"Narrian, Abbottabad"
Suzuki,Wagon R,2019,65000,2250000,Petrol,Lahore,Original,Imported,Manual,Used,"Vital City Housing Scheme, Haroonabad"
Daihatsu,Mira,2012,106000,2450000,Petrol,Lahore,Original,Imported,Automatic,Used,"Main Boulevard Gulberg, Lahore"
Daihatsu,Move,2015,90000,2715000,Petrol,Punjab,Original,Imported,Automatic,Used,"Sambrial, Sialkot"
Daihatsu,Hijet,2014,156000,1280000,Petrol,Lahore,Original,Imported,Manual,Used,"Phalia Mandi Bahauddin Road, Mandi Bahauddin"
Daihatsu,Mira,2013,75000,2230000,Petrol,Rawalpindi,Original,Imported,Automatic,Used,"I-8, Islamabad"
KIA,Picanto,2021,23000,3200000,Petrol,Punjab,Original,Local,Automatic,Used,"Cantt, Sialkot"
Suzuki,Cultus VXR,2008,84548,860000,Petrol,Karachi,Original,Local,Manual,Used,"Korangi, Karachi"
Honda,City IVTEC,2015,105000,2600000,Petrol,Islamabad,Original,Local,Manual,Used,"Satellite Town, Sargodha"
KIA,Classic,2001,100000,550000,Petrol,Rawalpindi,Original,Imported,Manual,Used,"Asghar Mall Road, Rawalpindi"
Suzuki,Swift,2011,104500,1550000,Petrol,Lahore,Original,Local,Manual,Used,"Sector F-2, Mirpur"
Toyota,Corolla XLI,2012,99000,2300000,Petrol,Lahore,Original,Local,Manual,Used,"Chak Jagna, Gujranwala"
Toyota,Corolla GLI,2015,91000,3645000,Petrol,Lahore,Original,Local,Automatic,Used,"Punjab Coop Housing Society, Lahore"
Hyundai,Santro,2006,150000,750000,Petrol,Sindh,Original,Imported,Manual,Used,"Jhang Sadar, Jhang"
Honda,Civic Oriel,2013,71000,3325000,Petrol,Sindh,Original,Local,Automatic,Used,"Guru Mandir Chorangi, Karachi"
Suzuki,Baleno,2005,29546,1000000,Petrol,Islamabad,Original,Local,Manual,Used,"Fazal Town, Rawalpindi"
Suzuki,Mehran VXR,2015,80000,950000,Petrol,Karachi,Original,Local,Manual,Used,"Gulistan-e-Jauhar Block 10, Karachi"
Toyota,Corrolla Altis,2017,51200,4720000,Petrol,Lahore,Original,Local,Automatic,Used,"Kharian Jalalpur Jattan Road, Kharian"
Mitsubishi,Ek Wagon,2012,98500,1890000,Petrol,Lahore,Original,Imported,Automatic,Used,"Eden Orchard, Faisalabad"
Suzuki,Swift,2013,102785,1540000,Petrol,Karachi,Original,Local,Manual,Used,"Nazimabad 1, Karachi"
Toyota,Corolla XLI,2020,91000,4075000,Petrol,Lahore,Original,Local,Automatic,Used,"Airport Road, Lahore"
Honda,City IVTEC,2001,110000,800000,Petrol,Lahore,Original,Local,Manual,Used,"Chak 189 RB Garhi Rasulpur, Faisalabad"
Suzuki,Wagon R,2018,77000,2000000,Petrol,Lahore,Original,Local,Manual,Used,"Peer Colony, Lahore"
Toyota,Yaris,2022,40600,3500000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-E-Hadeed, Karachi"
Honda,City Aspire,2006,200000,1725000,Petrol,Lahore,Original,Local,Manual,Used,"DC Colony, Gujranwala"
Suzuki,Bolan,2015,134000,830000,Petrol,Lahore,Original,Imported,Manual,Used,"Satellite Town, Gujranwala"
Suzuki,Mehran VXR,2005,80000,600000,Petrol,Lahore,Original,Local,Manual,Used,"Marwa Town, Islamabad"
Toyota,Yaris,2021,42000,3850000,Petrol,Islamabad,Original,Local,Manual,Used,"Cheema Town, Chichawatni"
Suzuki,Mehran VXR,2017,70000,1230000,Petrol,Lahore,Original,Local,Manual,Used,"PWD Road, Islamabad"
Toyota,Corrolla Altis,2018,113308,4375000,Petrol,Sindh,Original,Local,Automatic,Used,"Jamshed Road, Karachi"
Honda,City IVTEC,2017,93000,2600000,Petrol,Lahore,Original,Local,Manual,Used,"Tariq Colony, Lahore"
Mercedes,C Class,2007,118000,3200000,Petrol,Lahore,Original,Imported,Automatic,Used,"Cantt, Rawalpindi"
Suzuki,Mehran VXR,2016,59992,1325000,Petrol,Rawalpindi,Original,Local,Manual,Used,"Talagang Road, Chakwal"
Suzuki,Every,2012,79000,1525000,Petrol,Karachi,Original,Imported,Automatic,Used,"Jamshed Road, Karachi"
Suzuki,Alto,2011,105000,1150000,Petrol,Lahore,Original,Local,Manual,Used,"Shorkot Cantt Road, Shorkot"
Daihatsu,Hijet,2014,12345,1400000,Petrol,Lahore,Original,Imported,Manual,Used,"Waris Pura, Faisalabad"
Honda,City IDSI,2008,123000,1680000,Petrol,Sindh,Original,Local,Manual,Used,"Shujabad, Multan"
Daihatsu,Mira,2021,62000,3500000,Petrol,Karachi,Original,Imported,Automatic,Used,"Murad Memon Goth, Karachi"
Mitsubishi,Minicab Bravo,2011,92000,1360000,Petrol,Lahore,Original,Imported,Automatic,Used,"Shera Kot, Lahore"
FAW,V2,2017,110000,1350000,Petrol,Karachi,Original,Imported,Manual,Used,"Bahria Town Phase 7, Rawalpindi"
Suzuki,Bolan,2022,15500,1775000,Petrol,Karachi,Original,Local,Manual,Used,"Misri Shah, Lahore"
Suzuki,Wagon R,2022,28000,3315000,Petrol,Unregistered,Original,Imported,Automatic,Used,"Waris Road, Lahore"
Daihatsu,Hijet,2018,65000,2350000,Petrol,Unregistered,Original,Imported,Manual,Used,"Head Marala, Sialkot"
Hyundai,Santro,2000,1500,535000,Petrol,Sindh,Original,Imported,Manual,Used,"Sialkot Road, Gujranwala"
Suzuki,Swift,2013,82000,2100000,Petrol,Karachi,Original,Local,Automatic,Used,"Nazimabad 1, Karachi"
Daihatsu,Hijet,2012,1000,1350000,Petrol,Karachi,Original,Imported,Manual,Used,"North Karachi - Sector 15A, Karachi"
Suzuki,Mehran VXR,2008,100000,780000,CNG,Lahore,Original,Local,Manual,Used,"Tehkal, Peshawar"
Honda,City Vario,2006,100000,1690000,Petrol,Bannu,Original,Local,Automatic,Used,"Peshawar, Khyber Pakhtunkhwa"
Suzuki,Swift,2018,71450,2995000,Petrol,Islamabad,Original,Local,Automatic,Used,"Amin Town, Faisalabad"
Honda,City IVTEC,2021,38000,4300000,Petrol,Punjab,Original,Local,Automatic,Used,"Gulshan-e-Iqbal, Rahimyar Khan"
Suzuki,Wagon R,2020,88365,2450000,Petrol,Lahore,Original,Local,Manual,Used,"Shah Rukn-e-Alam Colony, Multan"
Suzuki,Alto,2021,41500,2340000,Petrol,Punjab,Original,Local,Manual,Used,"Hussani Chowk, Bahawalpur"
Daihatsu,Move,2017,60000,2100000,Petrol,Karachi,Original,Imported,Automatic,Used,"Pechs I, Karachi"
Suzuki,Mehran VXR,2014,35000,1030000,Petrol,Islamabad,Original,Imported,Manual,Used,"Khayaban-e-Sir Syed, Rawalpindi"
Suzuki,Alto,2022,24722,2290000,Petrol,Punjab,Original,Local,Manual,Used,"Allama Iqbal Town, Lahore"
Suzuki,Baleno,2004,175000,1050000,Petrol,Lahore,Original,Local,Manual,Used,"Cantt, Kharian"
Daihatsu,Cuore,2012,240000,1140000,Petrol,Faisalabad,Original,Imported,Manual,Used,"Farid Town, Sahiwal"
Suzuki,Bolan,2015,77999,680000,Petrol,Lahore,Original,Local,Manual,Used,"Others, Okara"
Suzuki,Mehran VXR,2006,25000,630000,Petrol,Lahore,Original,Imported,Manual,Used,"Pajagi Road, Peshawar"
Suzuki,Every,2019,95000,2450000,Petrol,Lahore,Original,Local,Automatic,Used,"Model Town Link Road, Lahore"
Honda,City IVTEC,2016,130000,2835000,Petrol,Lahore,Original,Local,Manual,Used,"Wapda Town, Gujranwala"
Suzuki,Alto,2015,50000,1250000,Petrol,Lahore,Original,Local,Manual,Used,"Islamabad Highway, Islamabad"
Toyota,Corrolla Altis,2016,176000,4000000,Petrol,Islamabad,Original,Local,Automatic,Used,"DHA Defence, Islamabad"
Honda,City IVTEC,2017,120000,3050000,Petrol,Lahore,Original,Local,Manual,Used,"Gujranwala, Punjab"
Suzuki,Wagon R,2022,35000,2625000,Petrol,Islamabad,Original,Local,Manual,Used,"Gulberg 1, Lahore"
Honda,Civic Prosmetic,2008,170000,1950000,Petrol,Multan,Original,Local,Automatic,Used,"Others, Kot Addu"
Toyota,Passo,2014,1234,2640000,Petrol,Islamabad,Original,Imported,Automatic,Used,"I-8, Islamabad"
Toyota,Corrolla Altis,2016,75000,3950000,Petrol,Lahore,Original,Local,Automatic,Used,"Sialkot Road, Gujranwala"
Honda,City Aspire,2021,28000,4600000,Petrol,Lahore,Original,Local,Automatic,Used,"New Lahore City, Lahore"
Toyota,Corolla GLI,2015,96000,3450000,Petrol,Lahore,Original,Local,Manual,Used,"Qila Didar Singh, Gujranwala"
Mitsubishi,Lancer,2006,140000,2200000,Petrol,Lahore,Original,Imported,Automatic,Used,"Shangrila Comforts, Islamabad"
Suzuki,Every,2012,250000,1160000,Petrol,Lahore,Original,Imported,Manual,Used,"Pasrur Road, Sialkot"
Honda,City IVTEC,2015,140000,2755000,Petrol,Lahore,Original,Local,Manual,Used,"Jhangi Wala Road, Bahawalpur"
Honda,City IVTEC,2006,99000,1500000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Iqbal Town, Karachi"
Honda,Civic Oriel,2017,57000,4700000,Petrol,Lahore,Original,Imported,Automatic,Used,"Malir Cantonment, Karachi"
Suzuki,Mehran VXR,2007,120000,690000,Petrol,Rawalpindi,Original,Local,Manual,Used,"DHA Defence Phase 1, Islamabad"
Honda,City IVTEC,2010,75000,2220000,Petrol,Lahore,Original,Local,Manual,Used,"Bhulair Road, Sangla Hill"
Toyota,Yaris,2021,96000,4865000,Petrol,Karachi,Original,Imported,Automatic,Used,"Nishtar Chowk, Multan"
Toyota,Corolla XLI,2003,250000,1425000,Petrol,Karachi,Original,Local,Manual,Used,"Al-Hilal Society, Karachi"
Honda,City Aspire,2016,86523,2950000,Petrol,Lahore,Original,Local,Manual,Used,"Mumtazabad, Multan"
Suzuki,Mehran VXR,2011,275000,800000,Petrol,Sindh,Original,Local,Manual,Used,"Hyderabad, Sindh"
Daihatsu,Mira,2012,100000,2149000,Petrol,Karachi,Original,Imported,Automatic,Used,"Lucknow Society, Karachi"
Toyota,Corolla GLI,2016,100000,3850000,Petrol,Lahore,Original,Local,Automatic,Used,"Johar Town, Lahore"
Mercedes,C Class,2009,140000,4600000,Petrol,Lahore,Original,Imported,Automatic,Used,"Hayatabad Phase 6, Peshawar"
Suzuki,Swift,2015,150000,2000000,Petrol,Islamabad,Original,Local,Manual,Used,"DHA Defence Phase 2, Islamabad"
Suzuki,Swift,2022,5650,4000000,Petrol,Islamabad,Original,Local,Manual,Used,"Dhok Sayedan Road, Rawalpindi"
Suzuki,Every,2013,275000,1300000,Petrol,Sindh,Original,Imported,Automatic,Used,"Hattar, Haripur"
Suzuki,Alto,2006,127252,830000,Petrol,Lahore,Original,Imported,Manual,Used,"Sir Syed Colony, Rawalpindi"
Daihatsu,Cuore,2008,96852,1025000,Petrol,Lahore,Original,Imported,Manual,Used,"Others, Gujrat"
Toyota,Corrolla Altis,2019,112000,4450000,Petrol,Lahore,Original,Local,Automatic,Used,"Walton Railway Officers Colony, Lahore"
Honda,City IVTEC,2018,74890,3450000,Petrol,Lahore,Original,Local,Automatic,Used,"Faisal Town, Lahore"
Daihatsu,Mira,2021,3700,3450000,Petrol,Karachi,Original,Imported,Automatic,Used,"Bahadurabad, Karachi"
Hyundai,Santro,2003,99000,895000,Petrol,Lahore,Original,Local,Manual,Used,"Mubarikpura, Sialkot"
Suzuki,Swift,2018,36540,2550000,Petrol,Karachi,Original,Local,Automatic,Used,"Gulshan-e-Iqbal, Karachi"
Daihatsu,Hijet,2014,95112,1680000,Petrol,Lahore,Original,Imported,Automatic,Used,"One Unit Chowk, Bahawalpur"
Daihatsu,Cuore,2003,89000,650000,Petrol,Karachi,Original,Local,Automatic,Used,"Gulshan-e-Iqbal, Karachi"
Suzuki,Wagon R,2022,18500,2980000,Petrol,Karachi,Original,Local,Automatic,Used,"Malir Cantonment, Karachi"
Honda,City IVTEC,2017,49323,3625000,Petrol,Islamabad,Original,Local,Automatic,Used,"I-8 Markaz, Islamabad"
Toyota,Altis Grande,2016,109000,4625000,Petrol,Islamabad,Original,Local,Automatic,Used,"PWD Housing Scheme, Islamabad"
Toyota,Passo,2015,142000,2850000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Peoples Colony, Gujranwala"
Toyota,Passo,2014,85000,2850000,Petrol,Islamabad,Duplicate,Imported,Automatic,Used,"Gulraiz Housing Society Phase 2, Rawalpindi"
Daihatsu,Hijet,2014,85000,1380000,Petrol,Karachi,Original,Imported,Automatic,Used,"Jamshed Road, Karachi"
Suzuki,Swift,2016,75000,2380000,Petrol,Islamabad,Original,Imported,Manual,Used,"Naval Anchorage, Islamabad"
Mitsubishi,Minica,2013,85000,1345000,Petrol,Islamabad,Original,Imported,Automatic,Used,"PWD Housing Scheme, Islamabad"
Toyota,Corolla GLI,2015,64000,3450000,Petrol,Karachi,Original,Local,Automatic,Used,"Bahadurabad, Karachi"
Toyota,Corolla GLI,2016,172000,3650000,Petrol,Islamabad,Original,Local,Manual,Used,"Azakhel, Nowshera"
Honda,City Aspire,2015,66000,3200000,Petrol,Faisalabad,Original,Imported,Automatic,Used,"City Housing Society - Phase 1, Faisalabad"
Honda,Civic Oriel,2004,123456,1450000,Petrol,Lahore,Original,Local,Manual,Used,"H-8, Islamabad"
Honda,City IVTEC,2015,92000,2800000,Petrol,Lahore,Original,Local,Manual,Used,"Nowshera Sansi, Gujranwala"
Suzuki,Bolan,2014,123456,1200000,Petrol,Lahore,Original,Local,Manual,Used,"Dhoke Amb, Gujar Khan"
FAW,V2,2019,104000,1650000,Petrol,Lahore,Original,Imported,Manual,Used,"Naqshband Colony, Multan"
Suzuki,Swift,2012,135000,1480000,Petrol,Sindh,Original,Local,Manual,Used,"Garden West, Karachi"
Suzuki,Cultus VXR,2015,60000,1525000,Petrol,Lahore,Original,Local,Manual,Used,"Wapda Town Phase 2, Lahore"
Suzuki,Ravi,2014,74000,1050000,Petrol,Lahore,Original,Imported,Manual,Used,"Airport Link Road, Gujrat"
Chevrolet,Exclusive,2005,32000,835000,Petrol,Lahore,Original,Imported,Manual,Used,"Okara, Punjab"
Toyota,Corolla GLI,2010,210000,2500000,Petrol,Islamabad,Original,Local,Manual,Used,"Panj Pir, Swabi"
Daihatsu,Cuore,2006,147000,600000,Petrol,Karachi,Original,Local,Manual,Used,"Gulistan-e-Jauhar Block 3, Karachi"
KIA,Sportage,2004,123456,1250000,Petrol,Islamabad,Original,Imported,Manual,Used,"Dodha, Sargodha"
Toyota,Corolla GLI,2014,140000,2800000,Petrol,Islamabad,Original,Local,Manual,Used,"I-10, Islamabad"
Toyota,Passo,2017,105000,3300000,Petrol,Punjab,Original,Imported,Automatic,Used,"DHA 11 Rahbar, Lahore"
Suzuki,Alto,2020,33000,2225000,Petrol,Lahore,Original,Local,Manual,Used,"Pasrur Road, Daska"
Daihatsu,Mira,2012,96000,2050000,Petrol,Lahore,Original,Imported,Automatic,Used,"AWT Army Welfare Trust, Lahore"
Daihatsu,Move,2015,71000,2450000,Petrol,Lahore,Original,Imported,Automatic,Used,"Marghzar Officers Colony, Lahore"
Toyota,Passo,2006,86000,1890000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Askari Cement Residential Colony, Wah"
Suzuki,Alto,2021,49000,2260000,Petrol,Islamabad,Original,Local,Manual,Used,"Lilla Road, Pind Dadan Khan"
Daihatsu,Terios Kid,2010,187905,3550000,Petrol,Islamabad,Original,Local,Manual,Used,"I-8 Markaz, Islamabad"
Suzuki,Mehran VXR,2016,35590,1230000,Petrol,Lahore,Original,Local,Manual,Used,"Chaklala, Rawalpindi"
Suzuki,Wagon R,2016,77000,1800000,Petrol,Lahore,Original,Local,Automatic,Used,"Qainchi Mor, Sargodha"
Suzuki,Ravi,2022,4000,1700000,Petrol,Unregistered,Original,Local,Manual,Used,"Shah Rukn-e-Alam Colony, Multan"
Honda,City IVTEC,2011,94000,2545000,Petrol,Lahore,Original,Local,Automatic,Used,"Askari, Lahore"
Daihatsu,Mira,2012,100000,2390000,Petrol,Karachi,Original,Imported,Automatic,Used,"Abul Hassan Isphani Road, Karachi"
Toyota,Corrolla Altis,2017,84000,4300000,Petrol,Islamabad,Original,Local,Automatic,Used,"Charsadda Road, Peshawar"
Mitsubishi,Lancer,2008,260000,1400000,Petrol,Sindh,Original,Imported,Manual,Used,"Naya Nazimabad, Karachi"
Suzuki,Swift,2012,96500,1700000,Petrol,Karachi,Original,Local,Manual,Used,"Nawaz Sharif Housing Scheme, Karachi"
Suzuki,Mehran VXR,2008,50000,820000,Petrol,Islamabad,Original,Local,Manual,Used,"G-13 Markaz, Islamabad"
FAW,X-PV,2015,100000,700000,Petrol,Lahore,Original,Imported,Manual,Used,"Sadiqabad, Punjab"
Toyota,Altis Grande,2017,89000,4330000,Petrol,Lahore,Original,Local,Automatic,Used,"Askari 13, Rawalpindi"
Suzuki,Wagon R,2018,85000,2050000,Petrol,Lahore,Original,Local,Manual,Used,"Nusrat Colony, Lahore"
Daihatsu,Cuore,2006,100000,799000,Petrol,Sindh,Original,Local,Manual,Used,"District Coordination Officer Road, Toba Tek singh"
Suzuki,Mehran VXR,2017,148000,1125000,Petrol,Lahore,Original,Local,Manual,Used,"Johar Town Phase 1, Lahore"
Daihatsu,Mira,2015,74000,2250000,Petrol,Lahore,Original,Imported,Automatic,Used,"Punjab Coop Housing Society, Lahore"
Toyota,Altis Grande,2017,106000,4200000,Petrol,Karachi,Original,Local,Automatic,Used,"Javed Bahria Coopretive Housing Society, Karachi"
